epoch,step,train_loss_epoch,train_loss_step,val/mse,val_loss
0,42,,,1.3895652294158936,1.3895652294158936
0,42,4.635347843170166,,,
1,49,,1.2400500774383545,,
1,85,,,1.2553170919418335,1.2553170919418335
1,85,1.2035163640975952,,,
2,99,,1.1896740198135376,,
2,128,,,1.2913379669189453,1.2913379669189453
2,128,1.1827731132507324,,,
3,149,,1.5093306303024292,,
3,171,,,1.277962327003479,1.277962327003479
3,171,1.2018969058990479,,,
4,199,,0.9103813171386719,,
4,214,,,1.2324471473693848,1.2324471473693848
4,214,1.1364010572433472,,,
5,249,,0.937730073928833,,
5,257,,,1.3768376111984253,1.3768376111984253
5,257,1.1422231197357178,,,
6,299,,1.415140986442566,,
6,300,,,1.2430423498153687,1.2430423498153687
6,300,1.1256200075149536,,,
7,343,,,1.2363333702087402,1.2363333702087402
7,343,1.1232141256332397,,,
8,349,,0.9825583100318909,,
8,386,,,1.2590880393981934,1.2590880393981934
8,386,1.1135185956954956,,,
9,399,,1.1025844812393188,,
9,429,,,1.2489707469940186,1.2489707469940186
9,429,1.0894458293914795,,,
10,449,,1.078180193901062,,
10,472,,,1.4057514667510986,1.4057514667510986
10,472,1.1041030883789062,,,
11,499,,1.0513813495635986,,
11,515,,,1.2401654720306396,1.2401654720306396
11,515,1.1112186908721924,,,
12,549,,0.7252206206321716,,
12,558,,,1.2530204057693481,1.2530204057693481
12,558,1.1076195240020752,,,
13,599,,1.1809775829315186,,
13,601,,,1.2589476108551025,1.2589476108551025
13,601,1.1172186136245728,,,
14,644,,,1.34758460521698,1.34758460521698
14,644,1.0926016569137573,,,
15,649,,0.8858129382133484,,
15,687,,,1.2425130605697632,1.2425130605697632
15,687,1.0974913835525513,,,
16,699,,1.3311285972595215,,
16,730,,,1.2939558029174805,1.2939558029174805
16,730,1.083458423614502,,,
17,749,,0.8718149662017822,,
17,773,,,1.2555456161499023,1.2555456161499023
17,773,1.119835376739502,,,
18,799,,0.9655132293701172,,
18,816,,,1.3075802326202393,1.3075802326202393
18,816,1.0740711688995361,,,
19,849,,0.6733385324478149,,
19,859,,,1.2382909059524536,1.2382909059524536
19,859,1.0800284147262573,,,
20,899,,0.9757861495018005,,
20,902,,,1.2519307136535645,1.2519307136535645
20,902,1.0613027811050415,,,
21,945,,,1.2390179634094238,1.2390179634094238
21,945,1.063006043434143,,,
22,949,,0.9801820516586304,,
22,988,,,1.2433440685272217,1.2433440685272217
22,988,1.0647789239883423,,,
23,999,,1.1878387928009033,,
23,1031,,,1.2426961660385132,1.2426961660385132
23,1031,1.054816484451294,,,
24,1049,,0.9633922576904297,,
24,1074,,,1.251780390739441,1.251780390739441
24,1074,1.0464582443237305,,,
25,1099,,1.1507019996643066,,
25,1117,,,1.2903852462768555,1.2903852462768555
25,1117,1.0458123683929443,,,
26,1149,,0.9747191667556763,,
26,1160,,,1.259363055229187,1.259363055229187
26,1160,1.0453492403030396,,,
27,1199,,0.7390419840812683,,
27,1203,,,1.3175898790359497,1.3175898790359497
27,1203,1.055150032043457,,,
28,1246,,,1.263916254043579,1.263916254043579
28,1246,1.059001088142395,,,
29,1249,,1.208524227142334,,
29,1289,,,1.247078776359558,1.247078776359558
29,1289,1.0368402004241943,,,
30,1299,,1.0409477949142456,,
30,1332,,,1.258547067642212,1.258547067642212
30,1332,1.0223441123962402,,,
31,1349,,0.872670590877533,,
31,1375,,,1.279273509979248,1.279273509979248
31,1375,1.02616548538208,,,
32,1399,,0.8235137462615967,,
32,1418,,,1.3263005018234253,1.3263005018234253
32,1418,1.0248565673828125,,,
33,1449,,0.7942177653312683,,
33,1461,,,1.2502379417419434,1.2502379417419434
33,1461,1.017419457435608,,,
34,1499,,0.8619299530982971,,
34,1504,,,1.2764252424240112,1.2764252424240112
34,1504,1.0166616439819336,,,
35,1547,,,1.2662688493728638,1.2662688493728638
35,1547,1.0103875398635864,,,
36,1549,,0.9807983636856079,,
36,1590,,,1.2491233348846436,1.2491233348846436
36,1590,1.0169726610183716,,,
37,1599,,1.1106187105178833,,
37,1633,,,1.2403042316436768,1.2403042316436768
37,1633,1.0045247077941895,,,
38,1649,,1.0757218599319458,,
38,1676,,,1.2606122493743896,1.2606122493743896
38,1676,1.006805181503296,,,
39,1699,,1.224661946296692,,
39,1719,,,1.2547074556350708,1.2547074556350708
39,1719,1.0047754049301147,,,
40,1749,,1.1505749225616455,,
40,1762,,,1.2562000751495361,1.2562000751495361
40,1762,1.0027202367782593,,,
41,1799,,1.1036601066589355,,
41,1805,,,1.248741626739502,1.248741626739502
41,1805,0.9966296553611755,,,
42,1848,,,1.2791125774383545,1.2791125774383545
42,1848,0.9896492958068848,,,
43,1849,,1.1849335432052612,,
43,1891,,,1.2478933334350586,1.2478933334350586
43,1891,1.0258439779281616,,,
44,1899,,1.1476725339889526,,
44,1934,,,1.24787175655365,1.24787175655365
44,1934,0.989282488822937,,,
45,1949,,1.1168646812438965,,
45,1977,,,1.2577823400497437,1.2577823400497437
45,1977,0.9823639988899231,,,
46,1999,,1.1227980852127075,,
46,2020,,,1.2497299909591675,1.2497299909591675
46,2020,0.982002854347229,,,
47,2049,,1.1254701614379883,,
47,2063,,,1.2467906475067139,1.2467906475067139
47,2063,0.9765570759773254,,,
48,2099,,0.7668127417564392,,
48,2106,,,1.2391939163208008,1.2391939163208008
48,2106,0.980905294418335,,,
49,2149,,1.0558427572250366,,
49,2149,,,1.254680871963501,1.254680871963501
49,2149,0.9773094654083252,,,
