epoch,step,train_loss_epoch,train_loss_step,val/mse,val_loss
0,42,,,1.4782944917678833,1.4782944917678833
0,42,4.952413558959961,,,
1,49,,1.4321316480636597,,
1,85,,,1.1576893329620361,1.1576893329620361
1,85,1.28773033618927,,,
2,99,,1.2270206212997437,,
2,128,,,1.1374081373214722,1.1374081373214722
2,128,1.268852949142456,,,
3,149,,1.0581721067428589,,
3,171,,,1.1154195070266724,1.1154195070266724
3,171,1.3291007280349731,,,
4,199,,1.4649946689605713,,
4,214,,,1.1038398742675781,1.1038398742675781
4,214,1.226815938949585,,,
5,249,,0.9705621600151062,,
5,257,,,1.1876417398452759,1.1876417398452759
5,257,1.1884498596191406,,,
6,299,,1.3607951402664185,,
6,300,,,1.1232045888900757,1.1232045888900757
6,300,1.1834474802017212,,,
7,343,,,1.0794857740402222,1.0794857740402222
7,343,1.1956490278244019,,,
8,349,,1.3078007698059082,,
8,386,,,1.1306291818618774,1.1306291818618774
8,386,1.1655433177947998,,,
9,399,,0.9009905457496643,,
9,429,,,1.1397669315338135,1.1397669315338135
9,429,1.180999517440796,,,
10,449,,1.3392261266708374,,
10,472,,,1.1203490495681763,1.1203490495681763
10,472,1.208513617515564,,,
11,499,,1.2724127769470215,,
11,515,,,1.0756986141204834,1.0756986141204834
11,515,1.2354729175567627,,,
12,549,,0.9013491868972778,,
12,558,,,1.0774813890457153,1.0774813890457153
12,558,1.1460869312286377,,,
13,599,,1.1977810859680176,,
13,601,,,1.0974019765853882,1.0974019765853882
13,601,1.141639232635498,,,
14,644,,,1.251117467880249,1.251117467880249
14,644,1.1615792512893677,,,
15,649,,0.8816158771514893,,
15,687,,,1.078041434288025,1.078041434288025
15,687,1.183016300201416,,,
16,699,,1.2683829069137573,,
16,730,,,1.090141773223877,1.090141773223877
16,730,1.1263140439987183,,,
17,749,,1.039315938949585,,
17,773,,,1.0769424438476562,1.0769424438476562
17,773,1.137660264968872,,,
18,799,,1.1238819360733032,,
18,816,,,1.1148791313171387,1.1148791313171387
18,816,1.128515362739563,,,
19,849,,1.6910077333450317,,
19,859,,,1.0893182754516602,1.0893182754516602
19,859,1.1200052499771118,,,
20,899,,0.9760295748710632,,
20,902,,,1.0991008281707764,1.0991008281707764
20,902,1.162811279296875,,,
21,945,,,1.0734899044036865,1.0734899044036865
21,945,1.1275732517242432,,,
22,949,,1.3074373006820679,,
22,988,,,1.1342473030090332,1.1342473030090332
22,988,1.1183029413223267,,,
23,999,,0.9367778897285461,,
23,1031,,,1.072239637374878,1.072239637374878
23,1031,1.1358212232589722,,,
24,1049,,1.0730046033859253,,
24,1074,,,1.0924110412597656,1.0924110412597656
24,1074,1.1098099946975708,,,
25,1099,,1.1840190887451172,,
25,1117,,,1.0720057487487793,1.0720057487487793
25,1117,1.1276440620422363,,,
26,1149,,0.8352595567703247,,
26,1160,,,1.077868103981018,1.077868103981018
26,1160,1.103852391242981,,,
27,1199,,0.8995295763015747,,
27,1203,,,1.164338231086731,1.164338231086731
27,1203,1.1024242639541626,,,
28,1246,,,1.085309386253357,1.085309386253357
28,1246,1.100010633468628,,,
29,1249,,1.1323825120925903,,
29,1289,,,1.077303171157837,1.077303171157837
29,1289,1.0939338207244873,,,
30,1299,,1.0769084692001343,,
30,1332,,,1.0784518718719482,1.0784518718719482
30,1332,1.092310905456543,,,
31,1349,,0.8250806927680969,,
31,1375,,,1.0873608589172363,1.0873608589172363
31,1375,1.087214708328247,,,
32,1399,,0.9801399111747742,,
32,1418,,,1.0907357931137085,1.0907357931137085
32,1418,1.086567997932434,,,
33,1449,,0.9459854364395142,,
33,1461,,,1.0829064846038818,1.0829064846038818
33,1461,1.0804696083068848,,,
34,1499,,1.327072262763977,,
34,1504,,,1.091982364654541,1.091982364654541
34,1504,1.070539951324463,,,
35,1547,,,1.0901851654052734,1.0901851654052734
35,1547,1.082672119140625,,,
36,1549,,0.9084681868553162,,
36,1590,,,1.1370902061462402,1.1370902061462402
36,1590,1.0773446559906006,,,
37,1599,,1.1236920356750488,,
37,1633,,,1.101228952407837,1.101228952407837
37,1633,1.0900746583938599,,,
38,1649,,1.0220246315002441,,
38,1676,,,1.1150513887405396,1.1150513887405396
38,1676,1.0821319818496704,,,
39,1699,,0.9716834425926208,,
39,1719,,,1.1006124019622803,1.1006124019622803
39,1719,1.071491003036499,,,
40,1749,,0.8044602870941162,,
40,1762,,,1.1019790172576904,1.1019790172576904
40,1762,1.0821948051452637,,,
41,1799,,0.7949824333190918,,
41,1805,,,1.0973613262176514,1.0973613262176514
41,1805,1.0614358186721802,,,
42,1848,,,1.103322982788086,1.103322982788086
42,1848,1.0631693601608276,,,
43,1849,,0.9126173257827759,,
43,1891,,,1.0962164402008057,1.0962164402008057
43,1891,1.0572394132614136,,,
44,1899,,1.2150732278823853,,
44,1934,,,1.1074703931808472,1.1074703931808472
44,1934,1.0574922561645508,,,
45,1949,,1.0436549186706543,,
45,1977,,,1.1087944507598877,1.1087944507598877
45,1977,1.0601164102554321,,,
46,1999,,1.136347770690918,,
46,2020,,,1.1017345190048218,1.1017345190048218
46,2020,1.056038737297058,,,
47,2049,,0.8343825340270996,,
47,2063,,,1.1040465831756592,1.1040465831756592
47,2063,1.0486769676208496,,,
48,2099,,0.8955025672912598,,
48,2106,,,1.1057922840118408,1.1057922840118408
48,2106,1.0425883531570435,,,
49,2149,,1.1809892654418945,,
49,2149,,,1.1097257137298584,1.1097257137298584
49,2149,1.0460102558135986,,,
